No,STATE_CODE,STATE_NAME,DISTRICT_CODE,DISTRICT_NAME,TAHSIL_CODE,TAHSIL_NAME,VILLAGE_CODE,VILLAGE_NAME,Buffaloes,Cattle,Goats,Pigs,Sheep,Cattle + Buffalo,Sheep + Goat,All
8054,29,KARNATAKA,555,Belgaum,5440,Sampgaon,598059,Benachinamardi,273,140,38,0,0,413,38,451
8103,29,KARNATAKA,555,Belgaum,5442,Ramdurg,598386,Maradagi,157,141,77,0,88,298,165,463
8105,29,KARNATAKA,555,Belgaum,5438,Belgaum,597777,Kolikopp,167,141,34,0,0,308,34,342
8109,29,KARNATAKA,555,Belgaum,5437,Hukeri,597565,Amminbhavi,494,141,272,0,0,635,272,907
8110,29,KARNATAKA,555,Belgaum,5436,Gokak,597440,Shivapur,495,141,163,0,0,636,163,799
8152,29,KARNATAKA,555,Belgaum,5442,Ramdurg,598321,Timmapur S A,42,142,161,0,381,184,542,726
8185,29,KARNATAKA,555,Belgaum,5440,Sampgaon,598102,Shigihalli Kariyat Ambadagatti,186,142,140,0,409,328,549,877
8188,29,KARNATAKA,555,Belgaum,5433,Chikodi,597139,Budulmukh,315,142,222,0,97,457,319,776
8189,29,KARNATAKA,555,Belgaum,5440,Sampgaon,598076,Dastikoppa,317,142,29,0,0,459,29,488
8190,29,KARNATAKA,555,Belgaum,5437,Hukeri,597555,Honnihalli,509,142,193,0,0,651,193,844
8234,29,KARNATAKA,555,Belgaum,5439,Khanapur,597983,Mendegali,57,143,45,0,0,200,45,245
8259,29,KARNATAKA,555,Belgaum,5436,Gokak,597494,Lagameshwar,317,143,125,0,0,460,125,585
8303,29,KARNATAKA,555,Belgaum,5439,Khanapur,597859,Sannahosur,89,144,62,0,0,233,62,295
8439,29,KARNATAKA,555,Belgaum,5439,Khanapur,597955,Anagadi,87,146,23,0,0,233,23,256
8445,29,KARNATAKA,555,Belgaum,5440,Sampgaon,598036,Kalkuppi,180,146,102,0,183,326,285,611
8497,29,KARNATAKA,555,Belgaum,5439,Khanapur,597935,Haruri,130,147,27,0,0,277,27,304
8501,29,KARNATAKA,555,Belgaum,5436,Gokak,597492,Arabhavi-Dhavalatti,287,147,64,0,0,434,64,498
8545,29,KARNATAKA,555,Belgaum,5439,Khanapur,597822,Morab,105,148,50,0,0,253,50,303
8548,29,KARNATAKA,555,Belgaum,5441,Parasgad,598262,Taredakoppa,111,148,162,0,218,259,380,639
8557,29,KARNATAKA,555,Belgaum,5433,Chikodi,597142,Yarnal,504,148,278,0,8,652,286,938
8620,29,KARNATAKA,555,Belgaum,5436,Gokak,597483,Hanamapur,414,149,306,0,694,563,1000,1563
8621,29,KARNATAKA,555,Belgaum,5433,Chikodi,597180,Chandur - Tek,739,149,0,0,0,888,0,888
8674,29,KARNATAKA,555,Belgaum,5441,Parasgad,598210,Hirekoppa K M,128,150,136,0,0,278,136,414
8737,29,KARNATAKA,555,Belgaum,5439,Khanapur,597991,Nanjankodal,142,151,7,0,0,293,7,300
8739,29,KARNATAKA,555,Belgaum,5439,Khanapur,597902,Hadalaga,164,151,49,0,0,315,49,364
8745,29,KARNATAKA,555,Belgaum,5437,Hukeri,597596,Hulloli,690,151,491,0,9048,841,9539,10380
8746,29,KARNATAKA,555,Belgaum,5437,Hukeri,597615,Hosur,905,151,737,90,2265,1056,3002,4148
8808,29,KARNATAKA,555,Belgaum,5441,Parasgad,598272,Katamalli,110,152,114,0,108,262,222,484
8820,29,KARNATAKA,555,Belgaum,5440,Sampgaon,598048,Bhavihal,368,152,29,0,0,520,29,549
8862,29,KARNATAKA,555,Belgaum,5441,Parasgad,598192,Malagali,123,153,177,0,71,276,248,524
8868,29,KARNATAKA,555,Belgaum,5439,Khanapur,597884,Karvinkop,181,153,79,0,0,334,79,413
8869,29,KARNATAKA,555,Belgaum,5438,Belgaum,597750,Nagenahatti,202,153,57,0,0,355,57,412
8914,29,KARNATAKA,555,Belgaum,5439,Khanapur,598022,Londa (CT),79,154,431,0,0,233,431,664
8921,29,KARNATAKA,555,Belgaum,5439,Khanapur,597927,Dongargaon,90,154,49,0,0,244,49,293
8929,29,KARNATAKA,555,Belgaum,5439,Khanapur,597934,Tivoli,160,154,8,0,0,314,8,322
8985,29,KARNATAKA,555,Belgaum,5439,Khanapur,597966,Shivathan,73,155,29,0,0,228,29,257
8999,29,KARNATAKA,555,Belgaum,5437,Hukeri,597662,Bannibagi,128,155,174,0,0,283,174,457
9000,29,KARNATAKA,555,Belgaum,5436,Gokak,597504,Hirehatti,132,155,355,0,2127,287,2482,2769
9005,29,KARNATAKA,555,Belgaum,5440,Sampgaon,598098,Metyal,209,155,16,0,29,364,45,409
9008,29,KARNATAKA,555,Belgaum,5433,Chikodi,597163,Sidnal,279,155,57,0,968,434,1025,1459
9045,29,KARNATAKA,555,Belgaum,5439,Khanapur,597977,Jambegali,51,156,42,0,0,207,42,249
9054,29,KARNATAKA,555,Belgaum,5436,Gokak,597516,Kopadatti,91,156,123,0,151,247,274,521
9066,29,KARNATAKA,555,Belgaum,5434,Athni,597328,Kannal,438,156,287,0,639,594,926,1520
9067,29,KARNATAKA,555,Belgaum,5437,Hukeri,597566,Handigud,467,156,176,0,0,623,176,799
9181,29,KARNATAKA,555,Belgaum,5437,Hukeri,597613,Yargatti,678,158,940,49,15501,836,16441,17326
9182,29,KARNATAKA,555,Belgaum,5435,Raybag,597384,Gundwad,1118,158,27,0,0,1276,27,1303
9224,29,KARNATAKA,555,Belgaum,5441,Parasgad,598197,Mutawad,81,159,17,0,0,240,17,257
9232,29,KARNATAKA,555,Belgaum,5441,Parasgad,598270,Kuravinakoppa,116,159,219,0,227,275,446,721
9235,29,KARNATAKA,555,Belgaum,5440,Sampgaon,598147,Kadasagatti,143,159,70,0,135,302,205,507
9240,29,KARNATAKA,555,Belgaum,5439,Khanapur,597851,Ankale,206,159,1,0,0,365,1,366
9241,29,KARNATAKA,555,Belgaum,5439,Khanapur,597819,Habbanatti,215,159,9,0,0,374,9,383
9244,29,KARNATAKA,555,Belgaum,5440,Sampgaon,598050,Jakkanaikanakoppa,296,159,39,0,0,455,39,494
9288,29,KARNATAKA,555,Belgaum,5438,Belgaum,597712,Maranhol,141,160,126,0,0,301,126,427
9290,29,KARNATAKA,555,Belgaum,5439,Khanapur,597827,Kapoli K Chapoli,198,160,0,0,0,358,0,358
9291,29,KARNATAKA,555,Belgaum,5437,Hukeri,597581,Kurniwadi,782,160,275,0,0,942,275,1217
9358,29,KARNATAKA,555,Belgaum,5439,Khanapur,597924,Manturga,197,161,34,0,0,358,34,392
9360,29,KARNATAKA,555,Belgaum,5433,Chikodi,597144,Amalzari,259,161,267,0,901,420,1168,1588
9361,29,KARNATAKA,555,Belgaum,5439,Khanapur,597847,Nittur,346,161,113,0,41,507,154,661
9362,29,KARNATAKA,555,Belgaum,5433,Chikodi,597214,Chinchani,1049,161,334,0,830,1210,1164,2374
9394,29,KARNATAKA,555,Belgaum,5439,Khanapur,597818,Kalmani,40,162,0,0,0,202,0,202
9411,29,KARNATAKA,555,Belgaum,5438,Belgaum,597790,Virapankoppa,218,162,79,0,0,380,79,459
9414,29,KARNATAKA,555,Belgaum,5434,Athni,597313,Khavatkoppa,1108,162,230,0,0,1270,230,1500
9475,29,KARNATAKA,555,Belgaum,5440,Sampgaon,598033,Sunakumpi,195,163,279,0,300,358,579,937
9476,29,KARNATAKA,555,Belgaum,5439,Khanapur,597875,Balogi,221,163,64,0,0,384,64,448
9477,29,KARNATAKA,555,Belgaum,5440,Sampgaon,598052,Hiremele,225,163,132,0,0,388,132,520
9529,29,KARNATAKA,555,Belgaum,5439,Khanapur,597867,Asoga,160,164,25,0,8,324,33,357
9598,29,KARNATAKA,555,Belgaum,5439,Khanapur,597838,Alloli-Kansoli,207,165,147,0,0,372,147,519
9600,29,KARNATAKA,555,Belgaum,5439,Khanapur,597825,Olamani,566,165,79,0,0,731,79,810
9654,29,KARNATAKA,555,Belgaum,5439,Khanapur,597834,Nilawade,214,166,50,0,0,380,50,430
9700,29,KARNATAKA,555,Belgaum,5439,Khanapur,597843,Harasanwadi,171,167,0,0,0,338,0,338
9705,29,KARNATAKA,555,Belgaum,5436,Gokak,597486,Herenandi,243,167,240,0,352,410,592,1002
9707,29,KARNATAKA,555,Belgaum,5437,Hukeri,597618,Hospet,815,167,210,0,41,982,251,1233
9766,29,KARNATAKA,555,Belgaum,5439,Khanapur,597812,Betageri,166,168,0,0,0,334,0,334
9770,29,KARNATAKA,555,Belgaum,5442,Ramdurg,598380,Chinchakhandi,211,168,135,0,99,379,234,613
9772,29,KARNATAKA,555,Belgaum,5440,Sampgaon,598026,Koldur,303,168,95,0,1,471,96,567
9820,29,KARNATAKA,555,Belgaum,5437,Hukeri,597646,Modage,312,169,114,0,0,481,114,595
9879,29,KARNATAKA,555,Belgaum,5439,Khanapur,597898,Bhuttewadi,149,170,28,0,0,319,28,347
9885,29,KARNATAKA,555,Belgaum,5438,Belgaum,597747,Sulge (Yellur),370,170,15,0,0,540,15,555
9886,29,KARNATAKA,555,Belgaum,5440,Sampgaon,598044,Yaraguddi,418,170,110,0,0,588,110,698
9944,29,KARNATAKA,555,Belgaum,5439,Khanapur,597882,Chikkahattiholi,410,171,32,0,0,581,32,613
10034,29,KARNATAKA,555,Belgaum,5439,Khanapur,597806,Chorla,42,173,0,0,0,215,0,215
10074,29,KARNATAKA,555,Belgaum,5437,Hukeri,597561,Alur (K M),337,173,141,0,0,510,141,651
10126,29,KARNATAKA,555,Belgaum,5439,Khanapur,597905,Banki-Basarikatti,167,174,68,0,0,341,68,409
10129,29,KARNATAKA,555,Belgaum,5439,Khanapur,597853,Nidagal,201,174,81,0,1,375,82,457
10133,29,KARNATAKA,555,Belgaum,5436,Gokak,597417,Mudalgi (Rural),296,174,190,0,0,470,190,660
10134,29,KARNATAKA,555,Belgaum,5437,Hukeri,597598,Hanjanatti,535,174,197,0,433,709,630,1339
10202,29,KARNATAKA,555,Belgaum,5438,Belgaum,597733,Dhamne S Bailur,152,175,191,0,12,327,203,530
10268,29,KARNATAKA,555,Belgaum,5439,Khanapur,597841,Katagali,146,176,0,0,0,322,0,322
10274,29,KARNATAKA,555,Belgaum,5441,Parasgad,598212,Chikkoppa K M,202,176,147,0,78,378,225,603
10276,29,KARNATAKA,555,Belgaum,5439,Khanapur,597956,Kapoli (K G ),228,176,17,0,0,404,17,421
10278,29,KARNATAKA,555,Belgaum,5439,Khanapur,597858,Lokoli,257,176,106,0,0,433,106,539
10332,29,KARNATAKA,555,Belgaum,5434,Athni,597326,Bannur,284,177,241,0,255,461,496,957
10334,29,KARNATAKA,555,Belgaum,5433,Chikodi,597227,Mangnur,628,177,278,0,356,805,634,1439
10388,29,KARNATAKA,555,Belgaum,5433,Chikodi,597182,Hosa Yedur,841,178,40,0,100,1019,140,1159
10438,29,KARNATAKA,555,Belgaum,5440,Sampgaon,598144,Siddasamudra,186,179,119,0,150,365,269,634
10441,29,KARNATAKA,555,Belgaum,5433,Chikodi,597209,Yadyanawadi,502,179,214,0,0,681,214,895
10442,29,KARNATAKA,555,Belgaum,5437,Hukeri,597595,Kotabagi,1307,179,499,0,508,1486,1007,2493
10443,29,KARNATAKA,555,Belgaum,5433,Chikodi,597207,Pattankudi,1504,179,486,0,647,1683,1133,2816
10490,29,KARNATAKA,555,Belgaum,5440,Sampgaon,598132,Gudadur,196,180,129,0,286,376,415,791
10492,29,KARNATAKA,555,Belgaum,5442,Ramdurg,598393,Mudenkoppa,249,180,19,0,71,429,90,519
10508,29,KARNATAKA,555,Belgaum,5439,Khanapur,597946,Ghose (K H ),15,181,19,0,0,196,19,215
10543,29,KARNATAKA,555,Belgaum,5437,Hukeri,597663,Bagarnal,252,181,111,0,0,433,111,544
10544,29,KARNATAKA,555,Belgaum,5442,Ramdurg,598372,K Junipeth,299,181,517,208,122,480,639,1327
10545,29,KARNATAKA,555,Belgaum,5433,Chikodi,597229,Majalatti,554,181,359,15,133,735,492,1242
10598,29,KARNATAKA,555,Belgaum,5434,Athni,597299,Devaradderahatti,358,182,427,0,10,540,437,977
10599,29,KARNATAKA,555,Belgaum,5433,Chikodi,597141,Gondikuppi,471,182,206,0,23,653,229,882
10600,29,KARNATAKA,555,Belgaum,5433,Chikodi,597149,Donewadi,1013,182,209,0,1481,1195,1690,2885
10601,29,KARNATAKA,555,Belgaum,5434,Athni,597281,Molwad,1312,182,13,0,0,1494,13,1507
10658,29,KARNATAKA,555,Belgaum,5437,Hukeri,597612,Badkundri,577,183,224,85,3762,760,3986,4831
10659,29,KARNATAKA,555,Belgaum,5433,Chikodi,597116,Mattiwade,698,183,209,0,0,881,209,1090
10660,29,KARNATAKA,555,Belgaum,5437,Hukeri,597614,Yarnal,771,183,284,0,786,954,1070,2024
10711,29,KARNATAKA,555,Belgaum,5441,Parasgad,598214,Sogal,90,184,244,0,30,274,274,548
10726,29,KARNATAKA,555,Belgaum,5437,Hukeri,597585,Shelapur,352,184,191,0,0,536,191,727
10727,29,KARNATAKA,555,Belgaum,5436,Gokak,597436,Khanapur,478,184,216,0,0,662,216,878
10728,29,KARNATAKA,555,Belgaum,5437,Hukeri,597556,Kanagale,991,184,644,90,653,1175,1297,2562
10800,29,KARNATAKA,555,Belgaum,5442,Ramdurg,598385,Sureban,200,185,323,15,382,385,705,1105
10802,29,KARNATAKA,555,Belgaum,5438,Belgaum,597753,Yaramale,231,185,65,0,0,416,65,481
10804,29,KARNATAKA,555,Belgaum,5437,Hukeri,597583,Arjunwad,589,185,568,110,3770,774,4338,5222
10855,29,KARNATAKA,555,Belgaum,5439,Khanapur,597942,Manikwadi,147,186,70,0,0,333,70,403
10907,29,KARNATAKA,555,Belgaum,5442,Ramdurg,598333,Krishnanagar,69,187,151,0,362,256,513,769
10926,29,KARNATAKA,555,Belgaum,5437,Hukeri,597597,Hullolihatti,911,187,310,0,0,1098,310,1408
10978,29,KARNATAKA,555,Belgaum,5440,Sampgaon,598088,Honnidibba,132,188,75,0,0,320,75,395
10979,29,KARNATAKA,555,Belgaum,5442,Ramdurg,598332,M Kallapur,132,188,589,0,2685,320,3274,3594
10981,29,KARNATAKA,555,Belgaum,5440,Sampgaon,598041,Hanamana Hatti,159,188,190,0,0,347,190,537
11044,29,KARNATAKA,555,Belgaum,5438,Belgaum,597731,Yalebail,190,189,0,0,0,379,0,379
11045,29,KARNATAKA,555,Belgaum,5436,Gokak,597460,Upparatti,451,189,429,0,351,640,780,1420
11096,29,KARNATAKA,555,Belgaum,5438,Belgaum,597721,Bachi,142,190,37,0,0,332,37,369
11099,29,KARNATAKA,555,Belgaum,5436,Gokak,597484,Panchanaikanatti,197,190,211,0,159,387,370,757
11102,29,KARNATAKA,555,Belgaum,5442,Ramdurg,598289,Budnikhurd,221,190,250,0,498,411,748,1159
11104,29,KARNATAKA,555,Belgaum,5434,Athni,597329,Fadatarawadi,383,190,424,0,0,573,424,997
11167,29,KARNATAKA,555,Belgaum,5436,Gokak,597473,Musalamari,150,191,32,0,0,341,32,373
11172,29,KARNATAKA,555,Belgaum,5441,Parasgad,598271,Ramanagar,171,191,274,0,0,362,274,636
11174,29,KARNATAKA,555,Belgaum,5439,Khanapur,598018,Gundolli,196,191,75,0,0,387,75,462
11178,29,KARNATAKA,555,Belgaum,5434,Athni,597277,Mangavati,323,191,29,0,0,514,29,543
11221,29,KARNATAKA,555,Belgaum,5441,Parasgad,598218,Ingalagi,101,192,57,0,128,293,185,478
11228,29,KARNATAKA,555,Belgaum,5440,Sampgaon,598114,Marigeri,182,192,104,0,220,374,324,698
11229,29,KARNATAKA,555,Belgaum,5439,Khanapur,597990,Sagare,188,192,9,0,0,380,9,389
11232,29,KARNATAKA,555,Belgaum,5437,Hukeri,597645,Khavanewadi,214,192,86,0,0,406,86,492
11237,29,KARNATAKA,555,Belgaum,5437,Hukeri,597592,Shirdhan,811,192,295,0,548,1003,843,1846
11253,29,KARNATAKA,555,Belgaum,5439,Khanapur,597921,Hemmadaga,26,193,20,0,0,219,20,239
11286,29,KARNATAKA,555,Belgaum,5439,Khanapur,597869,Karambal,109,193,10,0,0,302,10,312
11301,29,KARNATAKA,555,Belgaum,5438,Belgaum,597725,Bokanur,276,193,25,0,17,469,42,511
11340,29,KARNATAKA,555,Belgaum,5439,Khanapur,597890,Vaddebail,201,194,157,0,0,395,157,552
11342,29,KARNATAKA,555,Belgaum,5433,Chikodi,597215,Handyanwadi,311,194,253,0,1174,505,1427,1932
11343,29,KARNATAKA,555,Belgaum,5437,Hukeri,597634,Bolasyanahatti,418,194,354,0,0,612,354,966
11345,29,KARNATAKA,555,Belgaum,5438,Belgaum,597758,Karadiguddi,572,194,540,0,0,766,540,1306
11395,29,KARNATAKA,555,Belgaum,5438,Belgaum,597732,Rakaskop,336,195,0,0,0,531,0,531
11396,29,KARNATAKA,555,Belgaum,5440,Sampgaon,598130,Bevinkoppa,340,195,59,0,0,535,59,594
11397,29,KARNATAKA,555,Belgaum,5437,Hukeri,597631,Dadabanahatti,362,195,147,0,7,557,154,711
11398,29,KARNATAKA,555,Belgaum,5438,Belgaum,597709,Chandgad,389,195,75,0,0,584,75,659
11467,29,KARNATAKA,555,Belgaum,5440,Sampgaon,598136,Jalikoppa,152,196,63,0,1,348,64,412
11475,29,KARNATAKA,555,Belgaum,5439,Khanapur,597880,Gadikop,371,196,48,0,0,567,48,615
11519,29,KARNATAKA,555,Belgaum,5442,Ramdurg,598324,Chetan Nagar,104,197,682,0,697,301,1379,1680
11520,29,KARNATAKA,555,Belgaum,5441,Parasgad,598173,Bolakadabi,106,197,221,0,199,303,420,723
11526,29,KARNATAKA,555,Belgaum,5437,Hukeri,597638,Bidrewadi,282,197,86,0,1050,479,1136,1615
11583,29,KARNATAKA,555,Belgaum,5441,Parasgad,598242,Sangreshkoppa,170,198,185,0,524,368,709,1077
11590,29,KARNATAKA,555,Belgaum,5433,Chikodi,597178,Yadurwadi,881,198,24,0,0,1079,24,1103
11633,29,KARNATAKA,555,Belgaum,5438,Belgaum,597673,Ramdurg,172,199,224,0,0,371,224,595
11642,29,KARNATAKA,555,Belgaum,5437,Hukeri,597571,Kamatanur,689,199,308,0,0,888,308,1196
11693,29,KARNATAKA,555,Belgaum,5442,Ramdurg,598379,Dodamangadi,194,200,347,0,1158,394,1505,1899
11696,29,KARNATAKA,555,Belgaum,5438,Belgaum,597755,Khanagaon (B K),416,200,63,0,0,616,63,679
11697,29,KARNATAKA,555,Belgaum,5437,Hukeri,597569,Ankale,1051,200,486,0,0,1251,486,1737
11750,29,KARNATAKA,555,Belgaum,5442,Ramdurg,598341,Chikkamulangi,153,201,339,0,481,354,820,1174
11760,29,KARNATAKA,555,Belgaum,5439,Khanapur,597855,Bidarbhavi,271,201,147,0,32,472,179,651
11793,29,KARNATAKA,555,Belgaum,5439,Khanapur,597930,Mohiset,79,202,40,0,0,281,40,321
11798,29,KARNATAKA,555,Belgaum,5439,Khanapur,597988,Hattarwad,97,202,75,0,0,299,75,374
11870,29,KARNATAKA,555,Belgaum,5437,Hukeri,597664,Rustumpur,144,203,141,0,0,347,141,488
11876,29,KARNATAKA,555,Belgaum,5437,Hukeri,597665,Pachapur,469,203,427,690,0,672,427,1789
11877,29,KARNATAKA,555,Belgaum,5433,Chikodi,597130,Bhivashi,616,203,150,0,0,819,150,969
11878,29,KARNATAKA,555,Belgaum,5437,Hukeri,597606,Noginhal,686,203,285,0,0,889,285,1174
11922,29,KARNATAKA,555,Belgaum,5436,Gokak,597505,Jamanal,150,204,283,0,671,354,954,1308
11935,29,KARNATAKA,555,Belgaum,5439,Khanapur,597974,Suwatawadi,3,205,0,0,0,208,0,208
11975,29,KARNATAKA,555,Belgaum,5438,Belgaum,597736,Baknur,165,205,4,0,0,370,4,374
11976,29,KARNATAKA,555,Belgaum,5441,Parasgad,598201,Halaki,166,205,236,0,0,371,236,607
12020,29,KARNATAKA,555,Belgaum,5439,Khanapur,597995,Hindalagi,245,206,56,0,0,451,56,507
12066,29,KARNATAKA,555,Belgaum,5442,Ramdurg,598382,Kolachi,179,207,147,0,222,386,369,755
12069,29,KARNATAKA,555,Belgaum,5441,Parasgad,598250,Harlapur,230,207,376,0,978,437,1354,1791
12070,29,KARNATAKA,555,Belgaum,5433,Chikodi,597174,Malikwad,663,207,0,0,0,870,0,870
12112,29,KARNATAKA,555,Belgaum,5439,Khanapur,598006,Maskenahatti,200,208,0,0,0,408,0,408
12117,29,KARNATAKA,555,Belgaum,5436,Gokak,597537,Kaparatti,269,208,278,0,560,477,838,1315
12118,29,KARNATAKA,555,Belgaum,5434,Athni,597270,Agrani-Ingalgaon,382,208,471,0,0,590,471,1061
12119,29,KARNATAKA,555,Belgaum,5433,Chikodi,597213,Kothali,813,208,94,0,0,1021,94,1115
12171,29,KARNATAKA,555,Belgaum,5436,Gokak,597513,Yaragudri,312,209,124,0,209,521,333,854
12173,29,KARNATAKA,555,Belgaum,5438,Belgaum,597713,Gojage,565,209,19,0,6,774,25,799
12174,29,KARNATAKA,555,Belgaum,5434,Athni,597282,Kusnal,864,209,11,0,0,1073,11,1084
12175,29,KARNATAKA,555,Belgaum,5438,Belgaum,597769,Chandanhosur,1138,209,220,0,0,1347,220,1567
12210,29,KARNATAKA,555,Belgaum,5442,Ramdurg,598374,Ramapur,108,210,364,0,16,318,380,698
12222,29,KARNATAKA,555,Belgaum,5437,Hukeri,597619,Chilbhavi,220,210,182,0,359,430,541,971
12225,29,KARNATAKA,555,Belgaum,5437,Hukeri,597630,Mastiholi,394,210,65,0,3,604,68,672
12276,29,KARNATAKA,555,Belgaum,5442,Ramdurg,598353,Venkateshwarnagar,145,211,144,0,107,356,251,607
12284,29,KARNATAKA,555,Belgaum,5433,Chikodi,597162,Hunnaragi,488,211,194,0,1038,699,1232,1931
12318,29,KARNATAKA,555,Belgaum,5441,Parasgad,598166,Gudamakeri,59,212,239,0,1156,271,1395,1666
12341,29,KARNATAKA,555,Belgaum,5434,Athni,597316,Dodwad,502,212,127,0,0,714,127,841
12365,29,KARNATAKA,555,Belgaum,5441,Parasgad,598167,Yaraganavi,81,213,104,0,44,294,148,442
12415,29,KARNATAKA,555,Belgaum,5439,Khanapur,597809,Betne,129,214,139,0,0,343,139,482
12417,29,KARNATAKA,555,Belgaum,5438,Belgaum,597785,Hulikavi,141,214,80,0,0,355,80,435
12482,29,KARNATAKA,555,Belgaum,5439,Khanapur,597954,Halasal,160,215,26,0,0,375,26,401
12483,29,KARNATAKA,555,Belgaum,5439,Khanapur,597993,Junjwad (K G ),172,215,15,0,0,387,15,402
12489,29,KARNATAKA,555,Belgaum,5433,Chikodi,597131,Naganur,526,215,252,0,0,741,252,993
12538,29,KARNATAKA,555,Belgaum,5439,Khanapur,597923,Nerase,282,216,27,0,0,498,27,525
12541,29,KARNATAKA,555,Belgaum,5437,Hukeri,597578,Chikalgud,576,216,258,0,2,792,260,1052
12542,29,KARNATAKA,555,Belgaum,5437,Hukeri,597554,Konankeri,899,216,364,0,550,1115,914,2029
12590,29,KARNATAKA,555,Belgaum,5441,Parasgad,598236,Shingarkop,181,217,108,0,1796,398,1904,2302
12596,29,KARNATAKA,555,Belgaum,5433,Chikodi,597197,Shiragaonwadi,480,217,0,0,0,697,0,697
12597,29,KARNATAKA,555,Belgaum,5433,Chikodi,597138,Pangeri (B),590,217,417,0,550,807,967,1774
12598,29,KARNATAKA,555,Belgaum,5433,Chikodi,597242,Vijayanagar,1020,217,223,0,68,1237,291,1528
12637,29,KARNATAKA,555,Belgaum,5441,Parasgad,598219,Yenagi,117,218,62,0,112,335,174,509
12643,29,KARNATAKA,555,Belgaum,5436,Gokak,597475,Dum Urabinahatti,270,218,0,0,0,488,0,488
12644,29,KARNATAKA,555,Belgaum,5434,Athni,597302,Shinal,826,218,78,0,0,1044,78,1122
12683,29,KARNATAKA,555,Belgaum,5442,Ramdurg,598311,Venktapur,80,219,415,0,1072,299,1487,1786
12692,29,KARNATAKA,555,Belgaum,5440,Sampgaon,598113,Shivanur,116,219,12,0,7,335,19,354
12702,29,KARNATAKA,555,Belgaum,5439,Khanapur,597901,Khairwad,187,219,12,0,0,406,12,418
12703,29,KARNATAKA,555,Belgaum,5439,Khanapur,597813,Torali,189,219,44,0,0,408,44,452
12706,29,KARNATAKA,555,Belgaum,5437,Hukeri,597549,Rashing,430,219,191,0,0,649,191,840
12707,29,KARNATAKA,555,Belgaum,5437,Hukeri,597550,Bugatealur,499,219,192,0,0,718,192,910
12708,29,KARNATAKA,555,Belgaum,5433,Chikodi,597132,Yamagarni,551,219,453,0,1758,770,2211,2981
12709,29,KARNATAKA,555,Belgaum,5433,Chikodi,597181,Yadur,715,219,27,0,0,934,27,961
12747,29,KARNATAKA,555,Belgaum,5442,Ramdurg,598339,Lingadal,172,220,328,0,677,392,1005,1397
12750,29,KARNATAKA,555,Belgaum,5433,Chikodi,597217,Itnal,599,220,517,0,600,819,1117,1936
12783,29,KARNATAKA,555,Belgaum,5439,Khanapur,597985,Merada,76,221,19,0,0,297,19,316
12802,29,KARNATAKA,555,Belgaum,5441,Parasgad,598190,Kutaranatti,296,221,369,0,1251,517,1620,2137
12803,29,KARNATAKA,555,Belgaum,5438,Belgaum,597764,Balekundri (K H),298,221,0,0,504,519,504,1023
12804,29,KARNATAKA,555,Belgaum,5438,Belgaum,597748,Rajahansagad,392,221,114,0,0,613,114,727
12805,29,KARNATAKA,555,Belgaum,5439,Khanapur,597877,Lakkebail,407,221,150,0,0,628,150,778
12862,29,KARNATAKA,555,Belgaum,5434,Athni,597320,Mahishwadgi,2374,222,158,0,4,2596,162,2758
12946,29,KARNATAKA,555,Belgaum,5442,Ramdurg,598383,Huligoppa,140,224,234,0,89,364,323,687
12954,29,KARNATAKA,555,Belgaum,5440,Sampgaon,598105,Degulhalli,262,224,60,0,0,486,60,546
12956,29,KARNATAKA,555,Belgaum,5433,Chikodi,597233,Bennihalli,303,224,126,0,0,527,126,653
12998,29,KARNATAKA,555,Belgaum,5438,Belgaum,597669,Sutagatti,293,225,155,0,127,518,282,800
13001,29,KARNATAKA,555,Belgaum,5438,Belgaum,597746,Desur,641,225,44,0,0,866,44,910
13031,29,KARNATAKA,555,Belgaum,5439,Khanapur,597962,Mundwad-Pimpale,57,226,19,0,0,283,19,302
13056,29,KARNATAKA,555,Belgaum,5437,Hukeri,597637,Aldhal,432,226,141,0,0,658,141,799
13057,29,KARNATAKA,555,Belgaum,5439,Khanapur,597885,Chikkamanoli,655,226,134,0,0,881,134,1015
13104,29,KARNATAKA,555,Belgaum,5437,Hukeri,597647,Daddi,237,227,129,0,0,464,129,593
13105,29,KARNATAKA,555,Belgaum,5440,Sampgaon,598094,Dematti,253,227,156,0,3,480,159,639
13106,29,KARNATAKA,555,Belgaum,5438,Belgaum,597787,Gajapati,416,227,28,0,0,643,28,671
13107,29,KARNATAKA,555,Belgaum,5437,Hukeri,597580,Hanchinal,468,227,488,60,0,695,488,1243
13108,29,KARNATAKA,555,Belgaum,5438,Belgaum,597768,Mavinakatti,481,227,0,0,0,708,0,708
13109,29,KARNATAKA,555,Belgaum,5437,Hukeri,597661,Karguppi,594,227,133,0,1077,821,1210,2031
13110,29,KARNATAKA,555,Belgaum,5437,Hukeri,597625,Ghodageri,862,227,705,130,850,1089,1555,2774
13155,29,KARNATAKA,555,Belgaum,5442,Ramdurg,598298,Murakatnal,191,228,216,0,883,419,1099,1518
13158,29,KARNATAKA,555,Belgaum,5438,Belgaum,597691,Goundawad (Part),241,228,39,0,0,469,39,508
13159,29,KARNATAKA,555,Belgaum,5437,Hukeri,597563,Kesti,1172,228,1109,0,4211,1400,5320,6720
13204,29,KARNATAKA,555,Belgaum,5441,Parasgad,598221,Hittanagi,180,229,177,0,594,409,771,1180
